common_name,official,common,language_code
Myanmar,اتحادیه جمهوری میانمار,میانمار,per
Myanmar,Republika Związku Mjanmy,Mjanma,pol
Myanmar,República da União de Myanmar,Myanmar,por
Myanmar,Республика Союза Мьянма,Мьянма,rus
Myanmar,Mjanmarská zväzová republika,Mjanmarsko,slk
Myanmar,República de la Unión de Myanmar,Myanmar,spa
Myanmar,Република Савез Мјанмара,Мјанмар,srp
Myanmar,Republiken Unionen Myanmar,Myanmar,swe
Myanmar,Myanmar Birliği Cumhuriyeti,Myanmar,tur
Myanmar,متحدہ جمہوریہ میانمار,میانمار,urd
Myanmar,缅甸联邦共和国,缅甸,zho
Saint Kitts and Nevis,اتحاد القديس كريستوفر ونيفيس,سانت كيتس ونيفيس,ara
Saint Kitts and Nevis,Kevread Saint Kitts ha Nevis,Saint Kitts ha Nevis,bre
Saint Kitts and Nevis,Federace Sv. Kryštof a Nevis,Svatý Kryštof a Nevis,ces
Saint Kitts and Nevis,Federation of Saint Christopher and Nevis,Saint Kitts and Nevis,cym
Saint Kitts and Nevis,Föderation von St. Kitts und Nevis,St. Kitts und Nevis,deu
Saint Kitts and Nevis,Saint Kittsi ja Nevise Föderatsioon,Saint Kitts ja Nevis,est
Saint Kitts and Nevis,Saint Christopherin ja Nevisin federaatio,Saint Kitts ja Nevis,fin
Saint Kitts and Nevis,Fédération de Saint-Christophe-et-Niévès,Saint-Christophe-et-Niévès,fra
Saint Kitts and Nevis,Federacija Sv.Kristofora i Nevisa,Sveti Kristof i Nevis,hrv
Saint Kitts and Nevis,Saint Christopher és Nevis Államszövetség,Saint Kitts és Nevis,hun
Saint Kitts and Nevis,Federazione di Saint Christopher e Nevis,Saint Kitts e Nevis,ita
Saint Kitts and Nevis,セントクリストファーNevis連盟,セントクリストファー・ネイビス,jpn
Saint Kitts and Nevis,세인트키츠 네비스 연방,세인트키츠 네비스,kor
Saint Kitts and Nevis,Federatie van Saint Kitts en Nevis,Saint Kitts en Nevis,nld
Saint Kitts and Nevis,فدراسیون سنت کیتس و نویس,سنت کیتس و نویس,per
Saint Kitts and Nevis,Federacja Saint Kitts i Nevis,Saint Kitts i Nevis,pol
Saint Kitts and Nevis,Federação de São Cristóvão e Nevis,São Cristóvão e Nevis,por
Saint Kitts and Nevis,Федерация Сент-Кристофер и Н е в и с,Сент-Китс и Невис,rus
Saint Kitts and Nevis,Feder໡cia Svätého Krištofa a Nevisu,Svätý Krištof a Nevis,slk
Saint Kitts and Nevis,Federación de San Cristóbal y Nevis,San Cristóbal y Nieves,spa
Saint Kitts and Nevis,Федерација Свети Кристофер и Невис,Сент Китс и Невис,srp
Saint Kitts and Nevis,Federationen Saint Kitts och Nevis,Saint Kitts och Nevis,swe
Saint Kitts and Nevis,Saint Kitts ve Nevis Federasyonu,Saint Kitts ve Nevis,tur
Saint Kitts and Nevis,وفاقِ سینٹ کیٹز و ناویس,سینٹ کیٹز و ناویس,urd
Saint Kitts and Nevis,圣克里斯托弗和尼维斯联邦,圣基茨和尼维斯,zho
United States Virgin Islands,جزر العذراء الامريكية,جزر العذراء الامريكية,ara
United States Virgin Islands,Inizi Gwerc'h ar Stadoù-Unanet,Inizi Gwerc'h ar Stadoù-Unanet,bre
United States Virgin Islands,Americké Panenské ostrovy,Americké Panenské ostrovy,ces
United States Virgin Islands,Virgin Islands of the United States,United States Virgin Islands,cym
United States Virgin Islands,Amerikanische Jungferninseln,Amerikanische Jungferninseln,deu
United States Virgin Islands,Ühendriikide Neitsisaared,"Neitsisaared, USA",est
United States Virgin Islands,Yhdysvaltain Neitsytsaaret,Neitsytsaaret,fin
United States Virgin Islands,Îles Vierges des États-Unis,Îles Vierges des États-Unis,fra
United States Virgin Islands,Djevičanski Otoci SAD,Američki Djevičanski Otoci,hrv
United States Virgin Islands,Amerikai Virgin-szigetek,Amerikai Virgin-szigetek,hun
United States Virgin Islands,Isole Vergini degli Stati Uniti,Isole Vergini americane,ita
United States Virgin Islands,米国のバージン諸島,アメリカ領ヴァージン諸島,jpn
United States Virgin Islands,미국령 버진아일랜드,미국령 버진아일랜드,kor
United States Virgin Islands,Maagdeneilanden van de Verenigde Staten,Amerikaanse Maagdeneilanden,nld
United States Virgin Islands,جزایر ویرجین ایالات متحده آمریکا,جزایر ویرجین ایالات متحده آمریکا,per
United States Virgin Islands,Wyspy Dziewicze Stanów Zjednoczonych,Wyspy Dziewicze Stanów Zjednoczonych,pol
United States Virgin Islands,Ilhas Virgens dos Estados Unidos,Ilhas Virgens dos Estados Unidos,por
United States Virgin Islands,Виргинские острова Соединенных Штатов,Виргинские Острова,rus
United States Virgin Islands,Americké Panenské ostrovy,Americké Panenské ostrovy,slk
United States Virgin Islands,Islas Vírgenes de los Estados Unidos,Islas Vírgenes de los Estados Unidos,spa
United States Virgin Islands,Америчка Девичанска Острва,Америчка Девичанска Острва,srp
United States Virgin Islands,Amerikanska Jungfruöarna,Amerikanska Jungfruöarna,swe
United States Virgin Islands,Amerika Birleşik Devletleri Virjin Adaları,ABD Virjin Adaları,tur
United States Virgin Islands,امریکی جزائر ورجن,امریکی جزائر ورجن,urd
United States Virgin Islands,美属维尔京群岛,美属维尔京群岛,zho
French Polynesia,بولينزيا الفرنسية,بولينزيا الفرنسية,ara
French Polynesia,Polinezia C'hall,Polinezia C'hall,bre
French Polynesia,Francouzská Polynésie,Francouzská Polynésie,ces
French Polynesia,French Polynesia,French Polynesia,cym
French Polynesia,Französisch-Polynesien,Französisch-Polynesien,deu
French Polynesia,Prantsuse Polüneesia,Prantsuse Polüneesia,est
French Polynesia,Ranskan Polynesia,Ranskan Polynesia,fin
French Polynesia,Polynésie française,Polynésie française,fra
French Polynesia,Francuska Polinezija,Francuska Polinezija,hrv
French Polynesia,Francia Polinézia,Francia Polinézia,hun
French Polynesia,Polinesia Francese,Polinesia Francese,ita
French Polynesia,フランス領ポリネシア,フランス領ポリネシア,jpn
French Polynesia,프랑스령 폴리네시아,프랑스령 폴리네시아,kor
French Polynesia,Frans-Polynesië,Frans-Polynesië,nld
French Polynesia,پُلی‌نِزی فرانسه,پُلی‌نِزی فرانسه,per
French Polynesia,Polinezja Francuska,Polinezja Francuska,pol
French Polynesia,Polinésia Francesa,Polinésia Francesa,por
French Polynesia,Французская Полинезия,Французская Полинезия,rus
French Polynesia,Francúzska Polynézia,Francúzska Polynézia,slk
French Polynesia,Polinesia francés,Polinesia Francesa,spa
French Polynesia,Француска Полинезија,Француска Полинезија,srp
French Polynesia,Franska Polynesien,Franska Polynesien,swe
French Polynesia,Fransız Polinezyası,Fransız Polinezyası,tur
French Polynesia,فرانسیسی پولینیشیا,فرانسیسی پولینیشیا,urd
French Polynesia,法属波利尼西亚,法属波利尼西亚,zho
Fiji,جمهورية جزر فيجي,فيجي,ara
Fiji,Republik Fidji,Fidji,bre
Fiji,Republika Fidžijských ostrovů,Fidži,ces
Fiji,Republic of Fiji,Fiji,cym
Fiji,Republik Fidschi,Fidschi,deu
Fiji,Fidži Vabariik,Fidži,est
Fiji,Fidžin tasavalta,Fidži,fin
Fiji,République des Fidji,Fidji,fra
Fiji,Republika Fidži,Fiđi,hrv
Fiji,Fidzsi-szigeteki Köztársaság,Fidzsi-szigetek,hun
Fiji,Repubblica di Figi,Figi,ita
Fiji,フィジー共和国,フィジー,jpn
Fiji,피지 공화국,피지,kor
Fiji,Republiek Fiji,Fiji,nld
Fiji,جمهوری جزایر فیجی,فیجی,per
Fiji,Republika Fidżi,Fidżi,pol
Fiji,República de Fiji,Fiji,por
Fiji,Республика Фиджи,Фиджи,rus
Fiji,Fiǆijská republika,Fiǆi,slk
Fiji,República de Fiji,Fiyi,spa
Fiji,Република Фиџи,Фиџи,srp
Fiji,Republiken Fiji,Fiji,swe
Fiji,Fiji Cumhuriyeti,Fiji,tur
Fiji,جمہوریہ فجی,فجی,urd
Fiji,斐济共和国,斐济,zho
Albania,جمهورية ألبانيا,ألبانيا,ara
Albania,Republik Albania,Albania,bre
Albania,Albánská republika,Albánie,ces
Albania,Gweriniaeth Albania,Albania,cym
Albania,Republik Albanien,Albanien,deu
Albania,Albaania Vabariik,Albaania,est
Albania,Albanian tasavalta,Albania,fin
Albania,République d'Albanie,Albanie,fra
Albania,Republika Albanija,Albanija,hrv
Albania,Albán Köztársaság,Albánia,hun
Albania,Repubblica d'Albania,Albania,ita
Albania,アルバニア共和国,アルバニア,jpn
Albania,알바니아 공화국,알바니아,kor
Albania,Republiek Albanië,Albanië,nld
Albania,جمهوری آلبانی,آلبانی,per
Albania,Republika Albanii,Albania,pol
Albania,República da Albânia,Albânia,por
Albania,Республика Албания,Албания,rus
Albania,Albánska republika,Albánsko,slk
Albania,República de Albania,Albania,spa
Albania,Република Албанија,Албанија,srp
Albania,Republiken Albanien,Albanien,swe
Albania,Arnavutluk Cumhuriyeti,Arnavutluk,tur
Albania,جمہوریہ البانیا,البانیا,urd
Albania,阿尔巴尼亚共和国,阿尔巴尼亚,zho
Isle of Man,جزيرة مان,جزيرة مان,ara
Isle of Man,Enez Vanav,Enez Vanav,bre
Isle of Man,Ostrov Man,Ostrov Man,ces
Isle of Man,Isle of Man,Isle of Man,cym
Isle of Man,Isle of Man,Insel Man,deu
Isle of Man,Mani saar,Mani saar,est
Isle of Man,Mansaari,Mansaari,fin
Isle of Man,Isle of Man,Île de Man,fra
Isle of Man,Mana ostrvo,Otok Man,hrv
Isle of Man,Man,Man,hun
Isle of Man,Isola di Man,Isola di Man,ita
Isle of Man,マン島,マン島,jpn
Isle of Man,맨섬,맨섬,kor
Isle of Man,Isle of Man,Isle of Man,nld
Isle of Man,جزیرهٔ مَن,جزیرهٔ مَن,per
Isle of Man,Wyspa Man,Wyspa Man,pol
Isle of Man,Isle of Man,Ilha de Man,por
Isle of Man,Остров Мэн,Остров Мэн,rus
Isle of Man,Ostrov Man,Man,slk
Isle of Man,Isla de Man,Isla de Man,spa
Isle of Man,Острво Мен,Острво Мен,srp
Isle of Man,Isle of Man,Isle of Man,swe
Isle of Man,Man Adası,Man Adası,tur
Isle of Man,آئل آف مین,آئل آف مین,urd
Isle of Man,马恩岛,马恩岛,zho
Australia,كومونولث أستراليا,أستراليا,ara
Australia,Kenglad Aostralia,Aostralia,bre
Australia,Australské společenství,Austrálie,ces
Australia,Cymanwlad Awstralia,Awstralia,cym
Australia,Commonwealth Australien,Australien,deu
Australia,Austraalia Ühendus,Austraalia,est
Australia,Australian liittovaltio,Australia,fin
Australia,Australie,Australie,fra
Australia,Commonwealth of Australia,Australija,hrv
Australia,Ausztrál Államszövetség,Ausztrália,hun
Australia,Commonwealth dell'Australia,Australia,ita
Australia,オーストラリア連邦,オーストラリア,jpn
Australia,오스트레일리아 연방,호주,kor
Australia,Gemenebest van Australië,Australië,nld
Australia,قلمرو همسود استرالیا,استرالیا,per
Australia,Związek Australijski,Australia,pol
Australia,Comunidade da Austrália,Austrália,por
Australia,Содружество Австралии,Австралия,rus
Australia,Austrálsky zväz,Austrália,slk
Australia,Mancomunidad de Australia,Australia,spa
Australia,Комонвелт Аустралија,Аустралија,srp
Australia,Australiska statsförbundet,Australien,swe
Australia,Avustralya Federal Devleti,Avustralya,tur
Australia,دولتِ مشترکہ آسٹریلیا,آسٹریلیا,urd
Australia,澳大利亚联邦,澳大利亚,zho
Caribbean Netherlands,بونير وسينت أوستاتيوس وسابا,الجزر الكاريبية الهولندية,ara
Caribbean Netherlands,"Bonaire, Sint Eustatius ha Saba","Bonaire, Sint Eustatius ha Saba",bre
Caribbean Netherlands,Karibské Nizozemsko,Karibské Nizozemsko,ces
Caribbean Netherlands,"Bonaire, Sint Eustatius and Saba",Caribbean Netherlands,cym
Caribbean Netherlands,"Bonaire, Sint Eustatius und Saba",Karibische Niederlande,deu
Caribbean Netherlands,"Bonaire, Sint Eustatius ja Saba","Bonaire, Sint Eustatius ja Saba",est
Caribbean Netherlands,"Bonaire, Sint Eustatius ja Saba","Bonaire, Sint Eustatius ja Saba",fin
Caribbean Netherlands,"Bonaire, Saint-Eustache et Saba",Pays-Bas caribéens,fra
Caribbean Netherlands,"Bonaire, Sint Eustatius i Saba","Bonaire, Sint Eustatius i Saba",hrv
Caribbean Netherlands,Bonaire,Bonaire,hun
Caribbean Netherlands,"Bonaire, Sint Eustatius e Saba",Paesi Bassi caraibici,ita
Caribbean Netherlands,ボネール、シント・ユースタティウスおよびサバ,ボネール、シント・ユースタティウスおよびサバ,jpn
Caribbean Netherlands,"보네르, 신트외스타티위스, 사바",카리브 네덜란드,kor
Caribbean Netherlands,"Bonaire, Sint Eustatius en Saba",Caribisch Nederland,nld
Caribbean Netherlands,جزایر کارائیب هلند,جزایر کارائیب هلند,per
Caribbean Netherlands,"Bonaire, Sint Eustatius i Saba",Antyle Holenderskie,pol
Caribbean Netherlands,"Bonaire, Saba e Santo Eustáquio",Países Baixos Caribenhos,por
Caribbean Netherlands,"Бонэйр, Синт-Эстатиус и Саба",Карибские Нидерланды,rus
Caribbean Netherlands,"Bonaire, Sint Eustatius a Saba","Bonaire, Sint Eustatius a Saba",slk
Caribbean Netherlands,"Bonaire, San Eustaquio y Saba",Caribe Neerlandés,spa
Caribbean Netherlands,"Бонер, Свети Еустахије и Саба",Карипска Холандија,srp
Caribbean Netherlands,"Bonaire, Sint Eustatius and Saba",Karibiska Nederländerna,swe
Caribbean Netherlands,Karayip Hollandası,Karayip Hollandası,tur
Caribbean Netherlands,بونایر، سینٹ ایوسٹائیس اور سابا,کیریبین نیدرلینڈز,urd
Caribbean Netherlands,荷蘭加勒比區,荷蘭加勒比區,zho
Italy,الجمهورية الإيطالية,إيطاليا,ara
Italy,Republik Italia,Italia,bre
Italy,Italská republika,Itálie,ces
Italy,Italian Republic,Italy,cym
Italy,Italienische Republik,Italien,deu
Italy,Itaalia Vabariik,Itaalia,est
Italy,Italian tasavalta,Italia,fin
Italy,République italienne,Italie,fra
Italy,talijanska Republika,Italija,hrv
Italy,Olasz Köztársaság,Olaszország,hun
Italy,Repubblica italiana,Italia,ita
Italy,イタリア共和国,イタリア,jpn
Italy,이탈리아 공화국,이탈리아,kor
Italy,Italiaanse Republiek,Italië,nld
Italy,جمهوری ایتالیا,ایتالیا,per
Italy,Republika Włoska,Włochy,pol
Italy,República Italiana,Itália,por
Italy,итальянская Республика,Италия,rus
Italy,Talianska republika,Taliansko,slk
Italy,República Italiana,Italia,spa
Italy,Италијанска Република,Италија,srp
Italy,Republiken Italien,Italien,swe
Italy,İtalyan Cumhuriyeti,İtalya,tur
Italy,جمہوریہ اطالیہ,اطالیہ,urd
Italy,意大利共和国,意大利,zho
Afghanistan,جمهورية أففانستان الإسلامية,أفغانستان,ara
Afghanistan,Republik Islamek Afghanistan,Afghanistan,bre
Afghanistan,Afghánská islámská republika,Afghánistán,ces
Afghanistan,Gweriniaeth Islamaidd Affganistan,Affganistan,cym
Afghanistan,Islamische Republik Afghanistan,Afghanistan,deu
Afghanistan,Afganistani Islamivabariik,Afganistan,est
Afghanistan,Afganistanin islamilainen tasavalta,Afganistan,fin
Afghanistan,République islamique d'Afghanistan,Afghanistan,fra
Afghanistan,Islamska Republika Afganistan,Afganistan,hrv
Afghanistan,Afganisztáni Iszlám Köztársaság,Afganisztán,hun
Afghanistan,Repubblica islamica dell'Afghanistan,Afghanistan,ita
Afghanistan,アフガニスタン·イスラム共和国,アフガニスタン,jpn
Afghanistan,아프가니스탄 이슬람 공화국,아프가니스탄,kor
Afghanistan,Islamitische Republiek Afghanistan,Afghanistan,nld
Afghanistan,جمهوری اسلامی افغانستان,افغانستان,per
Afghanistan,Islamska Republika Afganistanu,Afganistan,pol
Afghanistan,República Islâmica do Afeganistão,Afeganistão,por
Afghanistan,Исламская Республика Афганистан,Афганистан,rus
Afghanistan,Afgánsky islamský štát,Afganistan,slk
Afghanistan,República Islámica de Afganistán,Afganistán,spa
Afghanistan,Исламска Република Авганистан,Авганистан,srp
Afghanistan,Islamiska republiken Afghanistan,Afghanistan,swe
Afghanistan,Afganistan İslam Cumhuriyeti,Afganistan,tur
Afghanistan,اسلامی جمہوریہ افغانستان,افغانستان,urd
Afghanistan,阿富汗伊斯兰共和国,阿富汗,zho
Kyrgyzstan,الجمهورية القيرغيزية,قيرغيزستان,ara
Kyrgyzstan,Republik Kirgiz,Kirgizstan,bre
Kyrgyzstan,Kyrgyzská republika,Kyrgyzstán,ces
Kyrgyzstan,Kyrgyz Republic,Kyrgyzstan,cym
